"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014","FSS.raw.2015","FSS.raw.2016","FSS.raw.2017","FSS.raw.2018"
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,0.0038,0.0034,0.0037,0.0027,0.0023,0.0124,0.0124,0.0114,0.0157,0.0185,0.0682,0.069,0.1038,0.0545,0.045,0.0148,0.0558,0.068,0.0994,0.0872,0.1069,0.0773,0.0477,0.0161,0.0127,0.0151,0.0304,0.0373,0.0387,0.0256,0.0186,0.0222,0.031,0.0491,0.0595,0.0626,0.0555,0.0502,0.0705,0.1132,0.1509,0.178,0.1862,0.1901,0.1903,0.1667,0.1446,0.1366,0.1312,0.129,0.118,0.113,0.1026,0.1032,0.0952,0.0998,0.0917,0.0865,0.0705,0.0618,0.0624,0.064,0.0591
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0202,0.0154,0.0013,0.0275,0.0208,0.0236,0.0114,0.0099,0.0154,0.0495,0.079,0.0975,0.0885,0.0981,0.1377,0.1785,0.1799,0.1564,0.1385,0.1141,0.0915,0.069,0.0916,0.1194,0.1696,0.2095,0.3024,0.3221,0.3296,0.2592,0.2108,0.1715,0.1891,0.1981,0.2091,0.219,0.2842,0.3714,0.4086,0.5372,0.6442,0.6312,0.5798,0.522,0.5889,0.5945,0.6057,0.5921,0.5717,0.5663,0.568,0.5638,0.5434
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,0.0602,NA,NA,NA,NA,NA,NA,NA,0.0376,NA,0.1012,NA,NA,0.0997,0.1377,0.1105,0.0775,0.1316,0.1691,0.2008,0.1627,0.1545,0.1517,0.1576,0.1564,0.152,0.152,0.1558,0.1503,0.1341,0.086,0.1026,0.1071,0.1362,0.125,0.1275,0.1034,0.1263,0.147,0.1504,0.188,0.1713,0.2598,0.312,0.4106,0.438,0.5205,0.5425,0.7129,0.7167,0.8124,0.7396,0.6515,0.5543,0.4821,0.4472,0.4583,0.4691,0.4275,0.3641,0.3353,0.3934,0.4488,0.398,0.3876,0.5206
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",NA,0.000297433,0.000801185,0.000711954,0.008864857,0.000899248,0.019368119,0.049104735,0.062024799,0.091443992,0.082434664,0.036388001,0.028141447,0.034003054,0.029709775,0.111233971,0.175677061,0.257287836,0.253003892,0.242005303,0.29280388,0.408638901,0.385946081,0.334575482,0.35597906,0.32034736,0.332345326,0.246877791,0.283514768,0.253820086,0.271490255,0.28815022,0.348083082,0.349427955,0.310756623,0.303532485,0.320104317,0.396548094,0.474424766,0.512474194,0.509688867,0.474846005,0.428822679,0.435203484,0.435458261,0.462685085,0.379438043,0.351314986,0.331304451,0.346428712,0.327007405,0.290265555,0.285539379,0.245647068,0.280931121,0.293947484,0.286812406,0.399308973,0.52091915,0.652806644,0.600851536,0.486315484,0.439201709,0.350867313,0.275600875,0.234238766,0.266953993,0.28224219,0.357273057
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111,0.0027,0.002,NA,0.001,0.008,0.0077,0.0082,0.0058,0.0012,0.0066,0.0034,0.0044,0.0049,0.0052,0.0054,0.0056,0.0057,0.0058,0.0056,0.0056,0.0056,0.0056,0.0052,0.0038,0.0028,0.0031,0.0039,0.005,0.0068,0.0203,0.0221,0.0215,0.0086,0.0089,0.0213,0.0399,0.0617,0.0663,0.0551,0.0432,0.0313,0.0304,0.0317,0.0339,0.0364,0.0367,0.0371,0.0375,0.0389,0.0347,0.0255
218,"ECU","Ecuador",NA,NA,0.374247146,NA,0.338209359,0.006151363,NA,0.007821873,NA,0.23183378,0.237487299,0.24816674,0.244573916,0.05856457,0.187564065,0.042900324,1.94e-05,0.050119853,0.168236626,0.168340357,0.112066748,0.033364193,0.066930174,0.059012911,0.027295349,0.018916504,0.017286358,0.016778702,0.014383586,0.012841208,0.007216582,0.081569952,0.007451648,0.093816901,0.075472776,0.187995673,0.294607191,0.571922834,0.521833175,0.591068219,0.574513674,0.523852246,0.397959379,0.334717089,0.367003096,0.565165816,0.618781182,0.644579278,0.579268839,0.413058452,0.386636551,0.438842345,0.350401522,0.376103545,0.406629737,0.424637784,0.34114652,0.250177463,0.201140918,0.273361454,0.390853428,0.439048551,0.345106236,0.310588959,0.215753785,0.244607857,0.224079335,0.273058999,0.290038439
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,0.013983467,NA,0.009668829,0.007348774,0.008461068,0.008299385,0.008356888,0.006733971,0.004683651,0.009376121,0.0160374,0.129377507,0.163200885,0.269330981,0.241642001,0.211745031,0.210161316,0.215855304,0.158440301,0.040946879,0.139231363,0.029209242,0.130434385,0.164713725,0.188497733,0.206896911,0.237682549,0.210501176,0.188738629,0.160838456,0.151980475,0.10593434,0.09936712,0.074661372,0.067818571,0.078196229,0.083604145,0.09520702,0.075173102,0.085941069,0.067433473,0.066142262,0.061523143,0.111679312,0.118491901,0.178708536,0.187605727,0.260089924,0.303491709,0.31179908,0.303594912,0.29974078,0.295300877,0.276025688,0.235946623,0.234915132,0.266197734,0.294733615,0.33092676,0.363108812,0.374269345,0.379671408,0.367503909
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0021,0.006,0.0083,0.0132,0.0105,0.0081,0.0048,0.0032,0.0034,0.0031,0.0088,0.0094,0.0095,0.2038,0.2261,0.5097,0.3962,0.9494,0.5456,0.9046,0.9054,0.8638,0.4075,0.7312,0.3461,0.3752,0.7676,0.7105,0.7319,0.6359,0.5819,0.4827,0.4281,0.3076,0.2312,0.2126,0.2158,0.2184,0.3311,0.4831,0.6649,0.6742,0.6626,0.6915,0.6829,0.6603,0.6596,0.6923,0.6608,0.7021,0.9684,1,0.9467,0.8582,1,0.4824,0.3382,0.2459,0.385
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0174,0.0201,0.0214,0.027,0.0215,0.0252,0.0219,0.0447,0.0735,0.1014,0.0991,0.0786,0.0617,0.1221,0.2608,0.4273,0.3936,0.2697,0.2358,0.2644,0.2738,0.2592,0.2732,0.2973,0.2832,0.2772,0.2774,0.2923,0.3075,0.2991,0.2963,0.2578,0.2746,0.2725,0.3181,0.3118,0.2736,0.2291,0.2182,0.2734,0.3015,0.2587,0.2404,0.1991,0.2414,0.2401,0.2741,0.2519,0.2244,0.2122,0.1927,0.1971,0.196,0.2074,0.2023,0.1891
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5903,0.5861,NA,0.5174,0.6879,0.4608,NA,NA,7e-04,0.4557,0.3878,0.2652,0.2201,0.3315,0.5717,0.4426,0.3869,0.2378,0.1227,0.0835,0.0863,0.1066,0.1257,0.0872,0.1076,0.0871,0.0722,0.0587,0.0593,0.122,0.1458,0.1359,0.0478,0.0313,0.0848,0.057,0.0496,0.0357,0.0347,0.035,0.0144,0.022,0.1178,0.1592,0.205,0.2164,0.2145,0.2658,0.2005,0.3622,0.2926,0.2667,0.1677,0.1351,0.1136,0.1148,0.1152,0.1167,0.1201,0.1257
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0043,NA,NA,0.0028,0.0068,0.0106,0.0164,0.0138,0.0148,0.0126,0.0141,0.0132,0.0135,0.024,0.031,0.0395,0.0263,0.0179,0.0165,0.0172,0.0156,0.0141,0.0136,0.0132,0.0848,0.1378,0.194,0.1807,0.1509,0.1027,0.0673,0.0623,0.0569,0.0443,0.0349,0.0336,0.0353,0.0335,0.0292,0.0265,0.0253,0.022,0.0213,0.0202,0.0197,0.015,0.0119,0.0103,0.1555,0.1631,0.1668,0.1518,0.2843,0.4065,0.2629,0.016
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9882,NA,0.7716,0.6915,0.6848,0.673,0.6538,0.6124,0.7038,0.1126,0.2165,0.151,0.1385,0.1095,0.0733,0.0735,0.3893,0.4683,0.3129,0.2628,0.1642,0.1933,0.1999,0.1915,0.1963,0.1422,0.1363,0.0909,0.0936,0.1278,0.1162,0.095,0.0891,0.2559,0.5707,0.8391,0.7452,0.743,0.4176,0.3145,0.2121,0.3023,0.5484,0.5221,0.6936,0.8017,0.5945,0.5479,0.2742,0.4447,0.4212
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,0.0011,9e-04,0.0027,2e-04,NA,1e-04,1e-04,NA,1e-04,0.0036,0.0055,0.0054,0.0056,0.0048,0.006,2e-04,0.006,0.0115,0.0232,0.027,0.0361,0.0509,0.1068,0.1887,0.2402,0.2676,0.2486,0.241,0.2266,0.2777,0.3611,0.4524,0.4791,0.4024,0.3185,0.2526,0.2721,0.2409,0.2081,0.1366,0.1296,0.1324,0.1339,0.1667,0.145,0.1741,0.1869,0.255,0.263,0.2622,0.2484,0.1858,0.1331,0.0896
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0038,NA,NA,NA,0.0025,0.0015,0.0014,0.0012,0.0011,NA,0.001,0.001,9e-04,0.0023,0.0034,0.0046,0.0041,0.0035,0.003,0.003,0.0033,0.004,0.0386,0.0696,0.1039,0.0729,0.0423,0.0244,0.0226,0.0281,0.0149,0.0077,0.0085,0.0152,0.0202,0.0414,0.1137,0.1514,0.1445,0.0626,0.0327,0.0193,0.0216,0.0244,0.0403,0.0547,0.0638,0.0592,0.0548,0.0531,0.0509,0.0427,0.0312
250,"FRA","France",NA,NA,NA,NA,0.027657174,0.044185533,0.088763193,0.097039705,0.092962319,0.087499007,0.104077081,0.092045476,0.099336044,0.089309759,0.131223208,0.143928539,0.180925968,0.200047026,0.209310239,0.198999517,0.176985629,0.175809641,0.179798713,0.262429025,0.206186825,0.160824175,0.151182612,0.180959103,0.233975727,0.22490123,0.254150718,0.275608318,0.259027056,0.245295682,0.198414129,0.193329571,0.201331751,0.213042328,0.244411738,0.242139065,0.269267113,0.262919215,0.264596256,0.275193848,0.29943255,0.279207099,0.228783275,0.214660623,0.218673297,0.216255226,0.207781476,0.193706389,0.229504796,0.260007018,0.283669841,0.28887055,0.287429987,0.320397564,0.288305052,0.264574639,0.221484699,0.221566788,0.203603628,0.216982528,0.210261364,0.188583231,0.179739589,0.189439537,0.210099588
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1341,0.1284,0.0952,0.0655,0.0599,0.0519,0.0619,0.054,0.0458,0.0316,0.021,0.0209,0.0182,0.0167,0.0387,0.0614,0.1016,0.1067,0.0974,0.061,0.0314,0.0159,0.0101,0.0088,0.0072,0.006,0.0245,0.0262,0.0038,0.0349,0.0654,0.0766,0.0805,0.084,0.1074,0.1005,0.069,0.048,0.0941,0.0988,0.1691,0.1406,0.2261,0.2429,0.3232,0.4023,0.5032,0.6285,0.5345,0.4966,0.3944,0.4512,0.6958
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",NA,1e-04,0.0022,0.0016,1e-04,0.0022,0.0025,0.0034,0.0028,0.0026,0.0028,0.0025,0.0036,0.0028,0.0093,0.0146,0.0678,0.0653,0.0594,0.05,0.1197,0.2043,0.2541,0.2018,0.2302,0.1827,0.3069,0.3738,0.5275,0.4006,0.3014,0.3798,0.4279,0.4536,0.4751,0.494,0.5832,0.5621,0.5303,0.4802,0.4675,0.4842,0.4722,0.421,0.3458,0.4453,0.5732,0.6931,0.5968,0.4997,0.4571,0.4544,0.4715,0.4856,0.4073,0.434,0.4899,0.6932,0.7353,0.7002,0.7006,0.6664,0.6913,0.6332,0.5323,0.4055,0.3119,0.3037,0.2562
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0182,0.0226,0.0336,0.0343,0.0254,0.0166,0.0093,0.0137,0.0151,0.0361,0.0455,0.0556,0.0522,0.0823,0.1044,0.11,0.0829,0.0925,0.1021,0.1122,0.1114,0.1151,0.1266,0.1169,0.0988,0.0814,0.0781,0.0884,0.1066,0.1289,0.1454,0.1809,0.2299,0.202,0.1599,0.1032,0.1214,0.1017,0.0821,0.1495,0.1791,0.3043,0.3534,0.3666,0.3791,0.4231,0.5362,0.4912,0.408,0.3419,0.3433,0.3822,0.4199,0.4405
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,0.027633076,0.032170985,0.023079676,NA,0.027405713,0.021215602,0.031594005,0.035386019,0.029613906,0.031811154,0.017776876,0.028236066,0.026631742,0.034311036,0.027153651,0.018808747,0.011646742,0.009691559,0.007063245,0.007149853,0.007357276,0.00743506,0.007488926,0.006698111,0.006020253,0.006285416,0.00504924,0.004635,0.004540568,0.00488787,0.005330836,0.032245979,0.037725024,0.061702032,0.04138796,0.044585672,0.062474131,0.079421099,0.137496388,0.16528291,0.211955224,0.238310538,0.266516673,0.289252647,0.303494279,0.305577434,0.32562896,0.320256937,0.292570327,0.25844321,0.287680492,0.379765728,0.525020087,0.63150612,0.729313376,0.727304504,0.693830078,0.659153142,0.663319355,0.660495064,0.640548757
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1061,0.1807,0.112,0.1866,0.078,0.1296,0.1669,0.1526,0.0399,0.1866,0.1704,0.1834,0.1427,8e-04,0.1477,0.1422,0.1439,0.1101,0.0432,0.0148,0.0185,0.0345,0.0299,0.1266,0.1163,0.1865,0.2186,0.2899,0.2772,0.1994,0.1338,0.1126,0.0859,0.0748,0.1492,0.1332,0.1493,0.1283,0.2559,0.3334,0.2356,0.1946,0.2257,0.3092,0.3147,0.3298,0.3069,0.337,0.3458,0.3568,0.3076,0.2525,0.2206,0.1529,0.1337,0.0953,0.0857
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0253,0.0248,0.0175,0.0142,0.0088,0.0088,0.0091,0.0114,0.0114,0.012,0.0118,0.0144,0.012,0.0094,0.006,0.0066,0.0064,0.0242,0.0375,0.0526,0.0479,0.0522,0.051,0.0491,0.0448,0.046,0.0497,0.0599,0.0759,0.1095,0.1287,0.1271,0.118,0.1071,0.1035,0.0838,0.0955,0.1046,0.1171,0.1025,0.0931,0.0933,0.0846,0.0786,0.0622,0.0698,0.0607,0.0655,0.0581,0.0621,0.0623,0.055,0.0674,0.1175
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111,0.0085,0.0087,0.0119,0.0119,0.0169,0.013,0.0125,0.0083,0.0067,0.0079,0.008,0.0111,0.0088,0.0078,0.0209,0.0329,0.0444,0.0336,0.0247,0.0222,0.0255,0.0416,0.0496,0.0514,0.0461,0.0443,0.0469,0.0694,0.0941,0.1256,0.1137,0.0985,0.0944,0.0938,0.0952,0.0897,0.0858,0.0824,0.0762,0.067,0.0576,0.0741,0.0877,0.1047,0.1048,0.1054,0.1009,0.092,0.1078,0.112,0.1097,0.0892,0.0685,0.0558,0.046,0.0385,0.0326
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0262,0.024,NA,0.0334,NA,NA,0.0319,0.0297,0.0058,0.0068,0.0077,0.0111,0.0329,0.0143,0.0133,0.0127,0.0129,0.0101,0.0194,0.0228,0.0227,0.0103,0.0209,0.0152,0.013,0.0132,0.0221,0.0425,0.0449,0.0467,0.0415,0.0478,0.0475,0.0661,0.0942,0.1063,0.1001,0.1057,0.1059,0.1186,0.1725,0.263,0.3529,0.3556,0.3555,0.3449
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169,0.0019,0.0015,NA,7e-04,NA,0.0279,0.0345,NA,0.0286,NA,NA,NA,7e-04,NA,2e-04,2e-04,4e-04,4e-04,5e-04,5e-04,6e-04,5e-04,0.016,0.0093,0.0076,0.0066,0.0055,0.0403,0.0693,0.1004,0.0973,0.0661,0.0369,0.0121,0.0121,9e-04,7e-04,5e-04,5e-04,0.0085,0.0192,0.0402,0.0058,0.0737,0.089,0.0834,0.0772,0.0704,0.0707,0.0724,0.0769
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,0.0026,0.003,0.0031,NA,NA,NA,0.0025,NA,NA,NA,NA,0.0036,0.004,0.0047,0.0033,0.0021,0.002,0.0099,0.0347,0.0404,0.0438,0.0165,0.0176,0.0067,0.0059,0.0023,0.0064,0.0025,0.0024,0.0025,0.0025,0.0613,0.0017,0.0021,0.1632,0.289,0.2836,0.285,0.2991,0.2394,0.0034,0.2436,0.2803,0.2639,0.2738,0.2614,0.2471,0.1875,0.1324,0.073,0.1476,0.2471,0.2812,0.4224,0.3485,0.3044,0.2763,0.2815,0.2667,0.236,0.1849,0.1543,0.1452,0.1359
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",NA,NA,0.0012,0.0011,9e-04,0.0233,0.0458,0.0461,0.0492,0.0502,0.0747,0.0731,0.0759,0.0534,0.0291,0.007,0.0104,0.037,0.0601,0.0939,0.1048,0.1124,0.1046,0.0941,0.0933,0.0912,0.1021,0.0978,0.102,0.0971,0.089,0.0714,0.0641,0.0833,0.0984,0.0969,0.0756,0.06,0.0355,0.0264,0.027,0.0513,0.1489,0.2091,0.269,0.237,0.2184,0.2404,0.2752,0.2895,0.2691,0.2454,0.3512,0.487,0.5453,0.5583,0.582,0.6894,0.6461,0.5797,0.5293,0.4388,0.3717,0.4106,0.4275,0.476,0.4568,0.4179,0.2709
356,"IND","India",NA,0.003394953,0.010582778,0.012079237,0.002893021,0.011730761,0.011633082,0.013362151,0.015454785,0.022546781,0.020797632,0.015405645,0.014208149,0.012443551,0.016593138,0.01372671,0.013022498,0.011724598,0.013314014,0.014293479,0.015149986,0.01605656,0.039772935,0.0464169,0.054408209,0.046655076,0.053913776,0.064788138,0.066414418,0.065610157,0.048455187,0.034510756,0.001127598,0.000630672,0.021712879,0.025917322,0.026159356,0.020779461,0.015483163,0.014162676,0.017804818,0.013745488,0.009298656,0.003947779,0.003761629,0.003927532,0.004739012,0.004998677,0.006008685,0.011796694,0.032165073,0.052780577,0.073699403,0.058197381,0.065444791,0.051422673,0.051766859,0.02995338,0.022171935,0.018824046,0.017010431,0.016348262,0.014847263,0.013913335,0.040202935,0.064616275,0.096272396,0.089164109,0.074267606
