WEO Country Code,ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
136,ITA,Italy,Gross domestic product per capita constant prices,National currency,Units,See notes for:  Gross domestic product constant prices (National currency) Population (Persons).,26376.47,26710.7,27184.19,27662.76,28110.14,29167.27,29717.04,29775.46,29716.06,29916.45,29936.44,30344.6,30679.15,30131.13,28338.76,28694.05,28772.57,27842.11,27251.48,27219.26,27454.04,27870.06,28380.63,28705.02,28902.13,26384.23,28519.98,29592.9,2021
136,ITA,Italy,Gross domestic product per capita current prices,U.S. dollars,Units,See notes for:  Gross domestic product current prices (National currency) Population (Persons).,20675.34,23094.4,21858.43,22348.03,22029.68,20153.05,20505.92,22386.28,27580.48,31342.83,32031.43,33448.11,37828.34,40818.99,36982.81,35815.62,38276.03,34743.75,35534.99,35836.18,30463.7,31190.79,32648.76,34917.56,33628.14,31784.79,35842.07,34113.2,2021
136,ITA,Italy,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Euro Data last updated: 03/2023,56.844,56.844,56.876,56.904,56.909,56.924,56.961,56.993,57.186,57.612,58.044,58.289,58.511,59.002,59.421,59.69,59.948,60.105,60.277,60.346,60.295,60.164,60.067,59.938,59.817,59.641,59.03,58.98,2021
158,JPN,Japan,Gross domestic product constant prices,National currency,Billions,Source: Cabinet Office of Japan via Haver Analytics Latest actual data: 2022 Notes: the recent revision didn t go back pre-1994 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes from 1980 Primary domestic currency: Japanese yen Data last updated: 03/2023,458270.2,472631.9,477269.5,471206.7,469633.1,482616.9,484480.2,484683.5,492124.1,502882.4,511954,518979.7,526681.2,520233.1,490615.1,510720,510841.6,517864.4,528248.1,529812.7,538081.2,542137.5,551220,554766.6,552535.5,528894.5,540236.9,546045.48,2022
158,JPN,Japan,Gross domestic product constant prices,Percent change,,See notes for:  Gross domestic product constant prices (National currency).,2.631,3.134,0.981,-1.27,-0.334,2.765,0.386,0.042,1.535,2.186,1.804,1.372,1.484,-1.224,-5.693,4.098,0.024,1.375,2.005,0.296,1.561,0.754,1.675,0.643,-0.402,-4.279,2.145,1.075,2022
158,JPN,Japan,Gross domestic product current prices,U.S. dollars,Billions,See notes for:  Gross domestic product current prices (National currency).,5545.57,4923.39,4492.45,4098.36,4635.98,4968.36,4374.71,4182.85,4519.56,4893.14,4831.47,4601.66,4579.75,5106.68,5289.49,5759.07,6233.15,6272.36,5212.33,4897,4444.93,5003.68,4930.84,5040.88,5118,5048.79,5005.54,4233.54,2022
158,JPN,Japan,Gross domestic product per capita constant prices,National currency,Units,See notes for:  Gross domestic product constant prices (National currency) Population (Persons).,3653411.2,3759665.21,3787525.02,3729415.69,3709963.11,3805186.68,3810833.86,3804413.12,3855731.96,3936937.38,4007404.97,4062582.66,4122509.78,4074113.82,3846435.56,4002685.6,3996231.48,4060033.67,4148569.72,4167831.84,4237610.6,4270141.34,4349012.99,4385668.51,4377533.01,4202620.21,4304438.99,4362382.62,2021
158,JPN,Japan,Gross domestic product per capita current prices,U.S. dollars,Units,See notes for:  Gross domestic product current prices (National currency) Population (Persons).,44210.23,39164.32,35651.27,32436.93,36622.89,39172.97,34410.68,32832.3,35410.23,38307.1,37819.11,36021.9,35847.23,39992.06,41469.77,45135.8,48760.92,49175.04,40934.76,38522.77,35005.66,39411.42,38903.3,39850.33,40547.97,40117.92,39882.55,33821.93,2021
158,JPN,Japan,Population,Persons,Millions,Source: Cabinet Office of Japan via Haver Analytics Latest actual data: 2021 Primary domestic currency: Japanese yen Data last updated: 03/2023,125.436,125.711,126.011,126.349,126.587,126.831,127.132,127.4,127.634,127.734,127.752,127.746,127.757,127.692,127.551,127.594,127.831,127.552,127.333,127.12,126.978,126.96,126.746,126.495,126.221,125.849,125.507,125.171,2021
664,KEN,Kenya,Gross domestic product constant prices,National currency,Billions,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Kenyan shilling Data last updated: 03/2023,3474.34,3629.97,3644.89,3753.6,3836.16,3849.46,4002.63,4021.9,4140.5,4332.42,4577.84,4845.84,5177.81,5189.84,5361.46,5793.51,6090.21,6368.45,6610.31,6942.16,7287.02,7594.06,7883.82,8330.89,8756.95,8735.04,9391.69,9895.9,2021
664,KEN,Kenya,Gross domestic product constant prices,Percent change,,See notes for:  Gross domestic product constant prices (National currency).,4.287,4.479,0.411,2.983,2.199,0.347,3.979,0.481,2.949,4.635,5.665,5.854,6.851,0.232,3.307,8.058,5.121,4.569,3.798,5.02,4.968,4.214,3.816,5.671,5.114,-0.25,7.517,5.369,2021
664,KEN,Kenya,Gross domestic product current prices,U.S. dollars,Billions,See notes for:  Gross domestic product current prices (National currency).,15.905,18.064,18.3,20.63,18.594,18.206,18.697,19.03,21.391,22.79,26.308,29.668,36.708,41.059,42.347,45.406,46.869,56.397,61.671,68.286,70.12,74.815,82.037,92.203,100.378,100.667,110.347,115.989,2021
664,KEN,Kenya,Gross domestic product per capita constant prices,National currency,Units,See notes for:  Gross domestic product constant prices (National currency) Population (Persons).,136248.7,138021.65,134995.92,135021.69,133663.93,130490.32,132100,129321.56,129390.76,131684.45,135438.95,139649.44,145036.75,141412.47,142213.86,150091.04,154182.44,157634.85,159669.36,163730.12,168291.55,171423.56,173652.33,179158.95,183969.48,179391.39,188585.71,194327.41,2019
664,KEN,Kenya,Gross domestic product per capita current prices,U.S. dollars,Units,See notes for:  Gross domestic product current prices (National currency) Population (Persons).,623.714,686.847,677.772,742.089,647.889,617.147,617.055,611.901,668.483,692.718,778.333,854.992,1028.24,1118.77,1123.27,1176.31,1186.57,1395.96,1489.65,1610.51,1619.41,1688.83,1806.97,1982.86,2108.79,2067.39,2215.78,2277.69,2019
664,KEN,Kenya,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Notes: National Statistical Office. Series from January 1998 to October 2005 was adjusted in line with methodology reported in the 2011 Article IV Staff Report Primary domestic currency: Kenyan shilling Data last updated: 03/2023,25.5,26.3,27,27.8,28.7,29.5,30.3,31.1,32,32.9,33.8,34.7,35.7,36.7,37.7,38.6,39.5,40.4,41.4,42.4,43.3,44.3,45.4,46.5,47.6,48.693,49.801,50.924,2019
273,MEX,Mexico,Gross domestic product constant prices,National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: No Primary domestic currency: Mexican peso Data last updated: 03/2023,9996.72,10673.83,11404.65,11993.57,12323.82,12932.92,12880.62,12875.49,13061.72,13573.82,13887.07,14511.31,14843.83,15013.58,14220,14947.8,15495.33,16059.72,16277.19,16741.05,17292.36,17747.24,18122.26,18520.04,18483.18,17006.76,17809.58,18355.59,2022
273,MEX,Mexico,Gross domestic product constant prices,Percent change,,See notes for:  Gross domestic product constant prices (National currency).,-6.291,6.773,6.847,5.164,2.754,4.942,-0.404,-0.04,1.446,3.921,2.308,4.495,2.291,1.144,-5.286,5.118,3.663,3.642,1.354,2.85,3.293,2.631,2.113,2.195,-0.199,-7.988,4.721,3.066,2022
273,MEX,Mexico,Gross domestic product current prices,U.S. dollars,Billions,See notes for:  Gross domestic product current prices (National currency).,360.096,410.973,500.416,526.522,600.225,707.909,756.693,772.11,729.335,782.243,877.477,975.383,1052.7,1109.99,900.047,1057.8,1180.49,1201.09,1274.44,1315.36,1171.87,1078.49,1158.91,1222.41,1269.01,1090.52,1272.84,1414.1,2022
273,MEX,Mexico,Gross domestic product per capita constant prices,National currency,Units,See notes for:  Gross domestic product constant prices (National currency) Population (Persons).,108844.68,114409.66,120403.08,124781.03,126420.76,130919.53,128670.73,126859.63,126947.79,130176.44,131420.04,135423.03,136501.42,135985.83,126856.23,131410.72,134312.87,137338.11,137413.65,139582.72,142502.44,144621.4,146098.1,147772.84,146022.42,133081.27,138088.22,141068.44,2020
273,MEX,Mexico,Gross domestic product per capita current prices,U.S. dollars,Units,See notes for:  Gross domestic product current prices (National currency) Population (Persons).,3920.74,4405.11,5283.08,5477.93,6157.25,7166.14,7558.98,7607.44,7088.46,7501.91,8303.99,9102.51,9680.43,10053.74,8029.3,9299.46,10232.41,10271.41,10758.98,10967.11,9657.12,8788.59,9342.92,9753.67,10025.54,8533.5,9869.08,10867.81,2020
273,MEX,Mexico,Population,Persons,Millions,Source: National Population Statistics Office (CONAPO) Latest actual data: 2020 Primary domestic currency: Mexican peso Data last updated: 03/2023,91.844,93.295,94.721,96.117,97.483,98.785,100.105,101.494,102.89,104.272,105.669,107.155,108.745,110.405,112.095,113.749,115.367,116.936,118.454,119.936,121.348,122.715,124.042,125.328,126.578,127.792,128.972,130.118,2020
694,NGA,Nigeria,Gross domestic product constant prices,National currency,Billions,Source: National Statistics Office. Official re-based (2010) data for 2010-13 was published in July 2014 based on SNA 2008. Official backcasted data were published in July 2016 and 1990-2009 nominal and real GDP numbers were updated. However expenditure components of GDP are still IMF staff estimates and are subject to revision with official backcasted data. Latest actual data: 2022 Notes: Official backcasted data were published in July 2016 and 1990-2009 nominal and real GDP numbers were updated. However expenditure components of GDP are still IMF staff estimates and are subject to revision with official backcasted data. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Nigerian naira Data last updated: 03/2023,20353.2,21177.92,21789.1,22332.87,22449.41,23688.28,25267.54,28957.71,31709.45,35020.55,37474.95,39995.51,42922.41,46012.52,49856.1,55469.35,58180.35,60670.05,63942.85,67977.46,69780.69,68652.43,69205.69,70536.35,72094.1,70800.54,73382.77,75768.95,2022
694,NGA,Nigeria,Gross domestic product constant prices,Percent change,,See notes for:  Gross domestic product constant prices (National currency).,1.872,4.052,2.886,2.496,0.522,5.518,6.667,14.604,9.503,10.442,7.008,6.726,7.318,7.199,8.353,11.259,4.887,4.279,5.394,6.31,2.653,-1.617,0.806,1.923,2.208,-1.794,3.647,3.252,2022
694,NGA,Nigeria,Gross domestic product current prices,U.S. dollars,Billions,See notes for:  Gross domestic product current prices (National currency).,132.23,172.686,187.866,209.677,57.477,67.824,73.128,93.983,102.935,130.345,169.645,222.791,262.215,330.26,297.458,369.062,414.095,460.952,514.966,568.499,492.437,404.649,375.745,421.737,448.12,429.423,441.424,477.376,2022
694,NGA,Nigeria,Gross domestic product per capita constant prices,National currency,Units,See notes for:  Gross domestic product constant prices (National currency) Population (Persons).,188546.36,191362.72,192045.5,191995.07,188239.22,193715.29,201505.19,225183.6,240403.39,258798.03,269866.05,280595.38,293306.05,306198.94,323059.12,349957.73,357362.2,362796.24,372267.2,385348.83,385237.1,369178.49,362574.55,360109,358741.34,343458.55,347125.95,349573.22,2012
694,NGA,Nigeria,Gross domestic product per capita current prices,U.S. dollars,Units,See notes for:  Gross domestic product current prices (National currency) Population (Persons).,1224.94,1560.38,1655.82,1802.59,481.951,554.64,583.187,730.836,780.399,963.236,1221.65,1563.03,1791.82,2197.78,1927.48,2328.43,2543.5,2756.41,2998.07,3222.69,2718.59,2176,1968.56,2153.09,2229.85,2083.16,2088.09,2202.46,2012
694,NGA,Nigeria,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2012 Primary domestic currency: Nigerian naira Data last updated: 03/2023,107.948,110.669,113.458,116.32,119.26,122.284,125.394,128.596,131.901,135.32,138.865,142.538,146.34,150.27,154.325,158.503,162.805,167.229,171.766,176.405,181.137,185.96,190.873,195.875,200.964,206.14,211.401,216.747,2012
199,ZAF,South Africa,Gross domestic product constant prices,National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 03/2023,2463.31,2569.23,2636.03,2649.21,2712.79,2826.73,2903.05,3010.47,3099.25,3240.41,3411.41,3602.58,3795.69,3916.82,3856.57,3973.8,4099.71,4197.95,4302.29,4363.12,4420.79,4450.17,4501.7,4570.23,4584.1,4293.36,4504.29,4596.28,2022
199,ZAF,South Africa,Gross domestic product constant prices,Percent change,,See notes for:  Gross domestic product constant prices (National currency).,3.1,4.3,2.6,0.5,2.4,4.2,2.7,3.7,2.949,4.555,5.277,5.604,5.36,3.191,-1.538,3.04,3.169,2.396,2.485,1.414,1.322,0.665,1.158,1.522,0.303,-6.342,4.913,2.042,2022
199,ZAF,South Africa,Gross domestic product current prices,U.S. dollars,Billions,See notes for:  Gross domestic product current prices (National currency).,171.736,163.34,169.004,152.885,151.426,151.855,135.527,129.385,197.017,256.188,288.749,304.055,332.65,316.491,331.184,417.315,458.708,434.4,400.877,381.195,346.663,323.493,381.317,403.991,388.446,337.521,418.907,405.705,2022
199,ZAF,South Africa,Gross domestic product per capita constant prices,National currency,Units,See notes for:  Gross domestic product constant prices (National currency) Population (Persons).,59457.08,60867.78,61417.27,60789.58,61333.73,62956.08,63490.71,64943.87,66214.89,68493.17,71278.94,74362.78,77322.7,78658.82,76299.77,77418.26,78645.55,79311.39,80041.13,79948.66,79787.63,79111.34,78841.68,78880.06,77994.06,72009.59,74893.04,75841.25,2022
199,ZAF,South Africa,Gross domestic product per capita current prices,U.S. dollars,Units,See notes for:  Gross domestic product current prices (National currency) Population (Persons).,4145.21,3869.7,3937.66,3508.14,3423.6,3382.07,2964.03,2791.18,4209.22,5415.09,6033.21,6276.17,6776.47,6355.88,6552.27,8130.19,8799.48,8207.06,7458.04,6984.93,6256.67,5750.79,6678.29,6972.7,6609.04,5661.01,6965.19,6694.36,2022
199,ZAF,South Africa,Population,Persons,Millions,Source: IFS until 2000 then National Statistics Office from 2002. Latest actual data: 2022 Primary domestic currency: South African rand Data last updated: 03/2023,41.43,42.21,42.92,43.58,44.23,44.9,45.724,46.355,46.806,47.31,47.86,48.446,49.089,49.795,50.545,51.329,52.129,52.93,53.751,54.574,55.407,56.252,57.098,57.939,58.775,59.622,60.143,60.604,2022
111,USA,United States,Gross domestic product constant prices,National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Real Gross Domestic Product determined by chained Fisher quantity growth rates. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes from 1980 Primary domestic currency: US dollar Data last updated: 03/2023,10636.98,11038.25,11529.15,12045.83,12623.38,13138.05,13263.43,13488.35,13865.53,14399.68,14901.25,15315.93,15623.88,15642.98,15236.28,15649,15891.53,16253.98,16553.35,16932.03,17390.3,17680.3,18076.65,18609.05,19036.05,18509.15,19609.8,20015.4,2022
111,USA,United States,Gross domestic product constant prices,Percent change,,See notes for:  Gross domestic product constant prices (National currency).,2.684,3.772,4.447,4.481,4.795,4.077,0.954,1.696,2.796,3.852,3.483,2.783,2.011,0.122,-2.6,2.709,1.55,2.281,1.842,2.288,2.707,1.668,2.242,2.945,2.295,-2.768,5.947,2.068,2022
111,USA,United States,Gross domestic product current prices,U.S. dollars,Billions,See notes for:  Gross domestic product current prices (National currency).,7639.75,8073.13,8577.55,9062.83,9631.18,10250.95,10581.93,10929.1,11456.45,12217.18,13039.2,13815.6,14474.25,14769.85,14478.05,15048.98,15599.73,16253.95,16843.23,17550.68,18206.03,18695.1,19477.35,20533.08,21380.95,21060.45,23315.08,25464.48,2022
111,USA,United States,Gross domestic product per capita constant prices,National currency,Units,See notes for:  Gross domestic product constant prices (National currency) Population (Persons).,39919.87,40946,42258.86,43640.76,45213.48,46539.99,46503.1,46831.46,47691.56,49080.56,50322.52,51235.84,51751.28,51335.91,49569.21,50523.5,50943.53,51736.82,52329.15,53141.85,54187.9,54700.34,55572.58,56904.34,57940.11,55875.47,59009.85,60010.88,2021
111,USA,United States,Gross domestic product per capita current prices,U.S. dollars,Units,See notes for:  Gross domestic product current prices (National currency) Population (Persons).,28671.48,29946.97,31440.09,32833.67,34496.24,36312.78,37101.45,37945.76,39405.35,41641.62,44034.26,46216.85,47943.35,48470.55,47102.43,48586.29,50008.11,51736.74,53245.52,55083.51,56729.68,57839.99,59878.72,62787.78,65077.3,63577.34,70159.77,76348.49,2021
111,USA,United States,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: US dollar Data last updated: 03/2023,266.458,269.581,272.822,276.022,279.195,282.296,285.216,288.019,290.733,293.389,296.115,298.93,301.903,304.718,307.374,309.737,311.944,314.167,316.331,318.619,320.926,323.221,325.28,327.023,328.547,331.257,332.314,333.53,2021
