"code","iso","country","GHI.raw.1990","GHI.raw.1991","GHI.raw.1992","GHI.raw.1993","GHI.raw.1994","GHI.raw.1995","GHI.raw.1996","GHI.raw.1997","GHI.raw.1998","GHI.raw.1999","GHI.raw.2000","GHI.raw.2001","GHI.raw.2002","GHI.raw.2003","GHI.raw.2004","GHI.raw.2005","GHI.raw.2006","GHI.raw.2007","GHI.raw.2008","GHI.raw.2009","GHI.raw.2010","GHI.raw.2011","GHI.raw.2012","GHI.raw.2013","GHI.raw.2014","GHI.raw.2015","GHI.raw.2016","GHI.raw.2017","GHI.raw.2018","GHI.raw.2019"
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",3.07294964810891e-07,3.14803701747622e-07,3.03547675834273e-07,2.88689833701799e-07,3.02607702261844e-07,2.69255034698088e-07,2.6657568993441e-07,2.60102942142987e-07,2.5131138654615e-07,2.39076174178647e-07,2.24257798646058e-07,2.18401288024179e-07,2.21179109840025e-07,2.20157708165912e-07,2.13273338720412e-07,2.00769251528865e-07,1.91509386567338e-07,1.94769835816695e-07,1.90298028702676e-07,1.87338746687465e-07,1.76825418182897e-07,1.71373194373392e-07,1.61809180340091e-07,1.63448670045111e-07,1.59579048626952e-07,1.51513958096148e-07,1.54110247504607e-07,1.5229667523175e-07,1.56777867768066e-07,1.63412628188097e-07
384,"CIV","Cote d'Ivoire",2.7233189655223e-07,2.69177965840392e-07,2.65670089456266e-07,2.91050903195779e-07,2.83198648971889e-07,3.07565282118995e-07,3.09779931506592e-07,3.02438213814594e-07,2.83187617374352e-07,2.71995402525001e-07,2.90754682105728e-07,3.1415487536086e-07,3.29951589111645e-07,3.00380534529779e-07,3.18335378266477e-07,3.43113063887032e-07,3.27614670071363e-07,3.22727069291e-07,3.09874225538983e-07,2.81121074142686e-07,2.88477449928926e-07,3.23184761668687e-07,3.24193046261788e-07,3.20595267858595e-07,2.90635540554553e-07,2.66837867766762e-07,2.86807482617461e-07,2.58761134942516e-07,2.43880794033487e-07,2.32621780007255e-07
191,"HRV","Croatia",NA,NA,NA,NA,NA,3.66505051034921e-07,3.44354223688632e-07,3.5116858032682e-07,3.44869275488088e-07,3.50322178201498e-07,3.34657467906074e-07,3.37553169027747e-07,3.32444869855856e-07,3.33026667820537e-07,3.25189080379666e-07,3.13268845219856e-07,3.07197407199781e-07,3.0860749160893e-07,2.92498186630857e-07,2.86161800720941e-07,2.84083435836981e-07,2.7995468770974e-07,2.63548495677073e-07,2.58557977032575e-07,2.53845413959521e-07,2.54764735925901e-07,2.44555719559466e-07,2.4416760898894e-07,2.29008540564909e-07,2.22971931158877e-07
192,"CUB","Cuba",3.69463902564103e-07,3.7972809352518e-07,3.57650585365854e-07,3.8972619047619e-07,4.01064476190476e-07,4.25313518518519e-07,4.156e-07,3.85949166666667e-07,3.7812e-07,3.60426771653543e-07,3.45065925925926e-07,3.30364028776978e-07,3.29358865248227e-07,3.12694520547945e-07,2.88071612903226e-07,2.60012790697674e-07,2.38242487046632e-07,2.20746376811594e-07,2.23117674418605e-07,2.21042465753425e-07,2.38986160714286e-07,2.14470434782609e-07,2.09136708860759e-07,1.97727983539095e-07,1.94434146341463e-07,1.89587159533074e-07,1.84484108527132e-07,1.67780608365019e-07,1.67453531598513e-07,1.66338803792852e-07
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",3.87044940556543e-07,3.96011978376967e-07,3.92486345968671e-07,4.14741471737007e-07,4.36131485921404e-07,3.58596494831459e-07,3.904514594595e-07,3.70931135094739e-07,3.67739414657296e-07,3.51472873158055e-07,3.54380056566146e-07,3.39231200551642e-07,3.34387656540153e-07,3.5074043942515e-07,3.2026423085703e-07,3.08763216183209e-07,3.06419642962461e-07,3.0441670228079e-07,3.05882654578538e-07,3.0057039609321e-07,2.91744361452005e-07,2.84335610369799e-07,2.78126081172389e-07,2.73578850065272e-07,2.929862624178e-07,2.83610446666351e-07,2.78739243092506e-07,2.71664631531915e-07,2.54866111538364e-07,2.46443475907626e-07
203,"CZE","Czech Republic",8.19127118229265e-07,8.33681873883158e-07,7.82893254817457e-07,7.57460245531578e-07,6.98398995435559e-07,6.4529743491892e-07,6.26723877297563e-07,6.31179272164964e-07,6.13327120336006e-07,5.57471881013383e-07,5.86182760790027e-07,5.70819224351151e-07,5.39608020805217e-07,5.32766826125009e-07,4.9214244535276e-07,4.70583991791564e-07,4.47052683609901e-07,4.26471068855376e-07,3.95506679133134e-07,4.08126064328637e-07,3.99855026615129e-07,3.80411917122806e-07,3.73740313325226e-07,3.66422813005569e-07,3.47636571260925e-07,3.36961589662318e-07,3.34368885002877e-07,3.15089275772622e-07,3.02402560403317e-07,2.86668742475145e-07
180,"COD","Dem. Rep. Congo",7.05890139440859e-07,7.45719976136322e-07,8.33863429298e-07,9.60525122388724e-07,1.00927321794431e-06,1.02733549236324e-06,9.34741268116543e-07,9.70840538003026e-07,9.9907446816968e-07,9.82683881780271e-07,1.06119716563893e-06,1.1336171269494e-06,1.24876875042319e-06,1.26644750540868e-06,1.24048657635628e-06,1.17079999647411e-06,1.13622037707614e-06,1.02527535526931e-06,1.00234036799915e-06,9.73752655617448e-07,9.41862822969525e-07,8.72664725205924e-07,9.03399685527669e-07,8.91959407669571e-07,8.45681150546282e-07,7.93882738132565e-07,7.75385420321987e-07,7.92668950562309e-07,7.37157733173211e-07,7.27600307648072e-07
208,"DNK","Denmark",3.60999475031319e-07,4.05471675561245e-07,3.6976265021187e-07,3.82693145454517e-07,3.82680680951686e-07,3.55399502036529e-07,4.07028914555674e-07,3.4984157124515e-07,3.32891433986243e-07,3.04262815387265e-07,2.80747842337642e-07,2.82230209494451e-07,2.75621539550473e-07,2.89152938106027e-07,2.59623794280027e-07,2.40750423219824e-07,2.56332793309869e-07,2.38691424224693e-07,2.30226861759585e-07,2.29764901591261e-07,2.30659116255623e-07,2.10927704741922e-07,1.97681971276124e-07,1.98440366426815e-07,1.80958261801601e-07,1.67238797876298e-07,1.65534117887072e-07,1.52539642043139e-07,1.50230104691171e-07,1.37571614803724e-07
262,"DJI","Djibouti",NA,4.70841424700486e-07,4.75548214708501e-07,5.20974376601051e-07,5.28767610646709e-07,5.70740433915257e-07,6.06817477697739e-07,6.25485335281966e-07,6.33215588186269e-07,6.40084095865615e-07,6.46852582660225e-07,6.35286025599469e-07,6.33199128636841e-07,6.32243306886354e-07,6.18815456683177e-07,6.07806534319185e-07,5.8057013146133e-07,5.71535134976681e-07,5.50822189573944e-07,5.26543548555075e-07,5.2779127403944e-07,4.82599212518205e-07,4.80654869963353e-07,4.8929964889394e-07,4.24039707012451e-07,4.11733648835608e-07,4.00630033495486e-07,3.92583372684752e-07,3.62760888904636e-07,3.35973753313536e-07
212,"DMA","Dominica",2.50747290071908e-07,2.49087464124911e-07,2.40853046543134e-07,2.73082629619095e-07,2.8901203666391e-07,2.99321671138654e-07,2.87794059629332e-07,2.91669815477754e-07,2.33797344861559e-07,2.79085756310898e-07,3.07832986351547e-07,3.14417372707856e-07,3.00326567295544e-07,3.07815257480487e-07,3.34379976247129e-07,3.31490950945389e-07,3.16380473490643e-07,3.49218765462689e-07,3.03636368207187e-07,2.97875846807467e-07,3.02687641981772e-07,2.82715297003837e-07,2.92158496350143e-07,2.99626548931553e-07,2.9557996109345e-07,3.06076138830281e-07,3.00741118915314e-07,3.0036026719881e-07,2.99554839725772e-07,2.92529008734256e-07
214,"DOM","Dominican Republic",4.11973397894986e-07,4.35987358092635e-07,4.05132475539715e-07,3.98257808553021e-07,4.01555544398415e-07,4.4099749572983e-07,4.46635136050712e-07,4.24267590008318e-07,4.0563357778494e-07,3.76421105753245e-07,3.72884932153627e-07,3.7036093681733e-07,3.8347586512039e-07,3.87518762926682e-07,3.43598561988233e-07,3.12775061084119e-07,3.0188297152713e-07,2.98534640680067e-07,2.93817117335629e-07,2.91134893677369e-07,2.77229208842266e-07,2.76341737710174e-07,2.70552304601877e-07,2.55529290534749e-07,2.44248337309816e-07,2.42210702679566e-07,2.35414019590467e-07,2.24759763687e-07,2.15979361865125e-07,2.10461618772852e-07
218,"ECU","Ecuador",4.6040303091105e-07,4.38679430267693e-07,5.09440651225458e-07,5.36066099280416e-07,4.13764380732437e-07,5.04419076641335e-07,5.2767787154682e-07,4.55243398109365e-07,4.59656476547204e-07,4.67826296310625e-07,4.33407922799988e-07,4.61317876250866e-07,4.51809728015275e-07,4.61730155321158e-07,4.53593875062678e-07,4.39126436897322e-07,4.14768240605414e-07,4.37275142127745e-07,3.87061220877842e-07,4.16212698958787e-07,4.26681828041706e-07,4.11210589884167e-07,3.80971277706598e-07,3.77937672427535e-07,3.82173405022395e-07,3.63557182502711e-07,3.64012859926243e-07,3.53397363758624e-07,3.60226207476822e-07,3.59381792870878e-07
818,"EGY","Egypt",4.0200807955586e-07,4.25403366529995e-07,4.13801342747067e-07,4.42270683166091e-07,4.05240632750996e-07,4.24140768705451e-07,4.07847495613471e-07,4.14881235267873e-07,4.20280543941886e-07,4.09298591308712e-07,4.16107808855562e-07,3.7803505701893e-07,3.76300194534303e-07,4.04952402300281e-07,3.98928468833392e-07,4.17764894608056e-07,4.10798494531268e-07,3.98916399198383e-07,3.88693653267657e-07,3.79248915341372e-07,3.58333830845695e-07,3.7053662315284e-07,3.59533687766297e-07,3.455942841393e-07,3.50671942705977e-07,3.31392468068699e-07,3.31824157339011e-07,3.39140134810673e-07,3.20681300258992e-07,3.06324880606687e-07
222,"SLV","El Salvador",2.82200213946957e-07,3.07610400692962e-07,2.96659783292222e-07,2.98392651126651e-07,3.05055931801419e-07,2.96452378142834e-07,2.92995862465296e-07,3.16586271231017e-07,3.05201072441462e-07,2.99328056579825e-07,2.8472154371735e-07,2.97920421657937e-07,3.0205395642915e-07,3.03546319406439e-07,3.02060244787219e-07,3.00066107523671e-07,3.01205439073565e-07,2.98059786338191e-07,2.78448542382472e-07,2.79997440248515e-07,2.71825386276054e-07,2.60232423039028e-07,2.57551821143654e-07,2.37838495759838e-07,2.37182276561198e-07,2.41743239311245e-07,2.31919143571179e-07,2.15902604174767e-07,2.32562993205154e-07,2.39124326682397e-07
226,"GNQ","Equatorial Guinea",6.01810183781503e-07,6.1792454876452e-07,1.96497684452895e-06,4.52260494118174e-06,7.09274872614057e-06,6.404854580022e-06,4.15478124978048e-06,2.31894054118874e-06,2.25800566649425e-06,1.94033762296853e-06,1.71869453648897e-06,1.44714313724438e-06,1.06588538460194e-06,1.04163670767061e-06,9.1871005203811e-07,8.40778857832746e-07,7.64321895165457e-07,6.56290823232959e-07,6.06524623202203e-07,5.45986382393075e-07,6.19196423352121e-07,6.00247442940234e-07,5.3824375201647e-07,5.54048867566926e-07,5.16829120688599e-07,5.31361673047344e-07,5.68156290418124e-07,5.55609823589713e-07,6.5824106936473e-07,6.9174764252915e-07
232,"ERI","Eritrea",NA,NA,2.00535579992114e-06,1.52208564730773e-06,1.30383432016135e-06,1.31210696034263e-06,1.33758012946127e-06,1.32961136478388e-06,1.26480390393358e-06,1.31173769473828e-06,1.54485744795723e-06,1.3414824967112e-06,1.30158374675245e-06,1.40713890637391e-06,1.42292838617304e-06,1.41401416230615e-06,1.33520906246432e-06,1.3894202420099e-06,1.67308464040084e-06,1.52837920619027e-06,1.37051146990238e-06,1.14605306684551e-06,1.1438487161854e-06,1.2959626699928e-06,9.91757995890877e-07,1.25730592372126e-06,1.19890885083868e-06,1.36168480970268e-06,1.22104527322972e-06,1.17420549241142e-06
233,"EST","Estonia",NA,NA,NA,NA,NA,1.3109726527494e-06,1.28447128914353e-06,1.1245629825888e-06,9.82037573138471e-07,9.1954113025272e-07,8.4464877285556e-07,8.28687984281904e-07,7.38972472421383e-07,7.64225779643835e-07,7.33535792958354e-07,6.56856751579048e-07,5.83323284303364e-07,5.97890000286104e-07,6.08440457823692e-07,6.36482464638432e-07,7.3059901336021e-07,6.94094256369252e-07,6.67789816388578e-07,7.18634347593126e-07,6.79282389360905e-07,6.26541734372337e-07,6.15800697890096e-07,5.92643179910525e-07,5.97492485691454e-07,4.61061369734182e-07
748,"SWZ","Eswatini",6.27479479191001e-07,6.24061797936278e-07,6.05368145636897e-07,5.20614385693481e-07,6.0267939453161e-07,5.75302272725598e-07,5.08427154668507e-07,5.49548529463053e-07,5.30700630402139e-07,5.38872770983541e-07,5.1548082299857e-07,4.76912425435898e-07,4.67633425114832e-07,4.44684843022233e-07,4.34258053334923e-07,4.14395298615223e-07,3.76888476561598e-07,3.77651156504348e-07,3.64939266256798e-07,3.5102838864471e-07,3.15246646985218e-07,3.03177284768457e-07,3.10708810344044e-07,3.39139720361228e-07,2.6828675111342e-07,2.64820638265779e-07,2.80820717343894e-07,2.59492157865521e-07,2.58060348836794e-07,2.37372994957699e-07
231,"ETH","Ethiopia",2.07229981343487e-06,2.24824840883351e-06,2.53046296591152e-06,2.06793027028162e-06,2.0462240920251e-06,1.95683334357187e-06,1.82575901754288e-06,1.82738845738685e-06,2.03970307103811e-06,1.93669361569782e-06,1.77509975459807e-06,1.7177492155614e-06,1.87998747320691e-06,1.89362912416745e-06,1.71374154484188e-06,1.58765999029288e-06,1.51244376040744e-06,1.48394231241636e-06,1.39142509326785e-06,1.32660287399324e-06,1.22722450470433e-06,1.10408893368543e-06,1.0608229788605e-06,9.96096530493541e-07,9.47310727282815e-07,8.78739751185871e-07,8.34364462018713e-07,7.85432820282698e-07,7.43540697188069e-07,6.93116320541899e-07
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",3.31465155292178e-07,3.19104990440984e-07,3.1656716166185e-07,3.22855815160282e-07,3.15673429869877e-07,3.19113944588313e-07,3.12684128763013e-07,3.15052909235125e-07,3.03637968338613e-07,2.77998067300465e-07,2.87777340550225e-07,3.14253702140681e-07,2.81300707184269e-07,2.92363697247914e-07,3.19265221988343e-07,2.85478257166671e-07,2.92823353064121e-07,2.89162477627564e-07,2.57934387997396e-07,2.4620268667117e-07,2.85506698799838e-07,2.67641727754206e-07,2.60641594202852e-07,2.78352783126221e-07,2.38191487713862e-07,2.78139049980403e-07,2.61005103752284e-07,2.43514286784142e-07,2.39078203112514e-07,3.08695217182405e-07
246,"FIN","Finland",5.092007267937e-07,5.50243763158113e-07,5.19816444477824e-07,5.46560151073635e-07,5.73379861979777e-07,5.20752765010345e-07,5.45143287427095e-07,5.04612918173439e-07,4.56830356253034e-07,4.38115392323336e-07,3.97278578765381e-07,4.1117201017455e-07,4.25162573172579e-07,4.53540549365095e-07,4.44731273172302e-07,3.71530589207386e-07,4.12888378961973e-07,3.69647902699104e-07,3.43356284343837e-07,3.55481691870909e-07,3.88960083812866e-07,3.55350561601088e-07,3.37244181269069e-07,3.37669393664543e-07,3.39270849280975e-07,3.17634878870469e-07,3.05395433507489e-07,2.84152964985571e-07,2.87202773130542e-07,2.67412060431324e-07
250,"FRA","France",2.86461875571795e-07,2.90809798876042e-07,2.74727789753166e-07,2.74399040050504e-07,2.5584187833285e-07,2.55225384588976e-07,2.64843582422082e-07,2.47730345355242e-07,2.46824296884676e-07,2.3389122877582e-07,2.23277266345397e-07,2.26098139074776e-07,2.21586574560242e-07,2.2131394129772e-07,2.15807493290632e-07,2.12408369019191e-07,2.02625644919105e-07,1.96893957957843e-07,1.95167413375968e-07,1.94564679890438e-07,1.93160072281842e-07,1.80896219873318e-07,1.80377808677083e-07,1.79209371977097e-07,1.67376158884542e-07,1.67832680693919e-07,1.6606960780404e-07,1.63782615669137e-07,1.55991620685489e-07,1.4960874331714e-07
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",1.12895723456883e-06,1.01006713240164e-06,1.10773246461707e-06,1.07434047347867e-06,1.02493975223667e-06,1.09456121983193e-06,1.17563735446983e-06,1.03503165853885e-06,1.16176776382747e-06,1.2073642667654e-06,1.24585924420586e-06,1.26061192325331e-06,1.22512751949314e-06,1.33481245350457e-06,1.22834651104539e-06,1.11688708031205e-06,9.96108892844603e-07,8.14060624331755e-07,9.0900605631166e-07,8.79293983390388e-07,8.46370338724157e-07,7.82040846456926e-07,7.38634123002439e-07,6.96885976643088e-07,6.8160346689377e-07,6.80873307291101e-07,6.65410392625448e-07,5.9716626517402e-07,5.74023638772677e-07,5.19569939624316e-07
270,"GMB","Gambia",5.64655893393744e-07,5.62287187876533e-07,5.40369238296523e-07,5.25044124550013e-07,5.43659656988497e-07,5.53152750844213e-07,5.58278428914792e-07,5.14722056669796e-07,5.22840456379962e-07,4.95330243397477e-07,4.95902482548171e-07,4.51113875022927e-07,4.60935310331719e-07,4.63750075402623e-07,4.66968202373184e-07,4.95299031563278e-07,5.23317363471364e-07,5.08634874250368e-07,5.19689105233854e-07,5.71030724039689e-07,5.76506921263068e-07,5.40248793906225e-07,5.35442412175623e-07,5.36041180921045e-07,5.77834832864131e-07,5.93969918432736e-07,5.54423261356016e-07,5.36368913097742e-07,4.89837106935087e-07,4.98366863378095e-07
268,"GEO","Georgia",3.25948512762044e-07,4.19589779989785e-07,9.87238729976099e-07,1.03045772511628e-06,8.25724707023439e-07,5.44608115250521e-07,6.17947069771999e-07,5.89725485655309e-07,5.86657013656787e-07,5.54626344144573e-07,5.66346240350443e-07,4.78305782963213e-07,4.5563705934637e-07,4.38191584355913e-07,4.41892971694115e-07,4.33775337359329e-07,4.30903932131185e-07,3.90112569783521e-07,3.43903212040113e-07,3.80514877147151e-07,3.66689917623087e-07,3.91325994151764e-07,3.86049826535745e-07,3.73658114375649e-07,3.77412944865011e-07,3.76622959672943e-07,3.72411188055075e-07,3.60350119725391e-07,3.15016972167772e-07,3.13354037772995e-07
276,"DEU","Germany",4.39423550426722e-07,3.91477068407931e-07,3.64608091532134e-07,3.60088765692499e-07,3.48293115749123e-07,3.41055116999597e-07,3.45702780883579e-07,3.28927821703843e-07,3.14559985815292e-07,2.97890680117548e-07,2.93217947045654e-07,2.92453231783015e-07,2.85113057621212e-07,2.84694363527865e-07,2.79313406275185e-07,2.71843152062909e-07,2.66333703330996e-07,2.49613639081802e-07,2.46225856547632e-07,2.4251423514289e-07,2.44424964690863e-07,2.27526285512627e-07,2.28287596606911e-07,2.32147789149039e-07,2.18148304913826e-07,2.1641674739265e-07,2.11447345879138e-07,2.04437822628521e-07,1.95234796208985e-07,1.81783188232402e-07
288,"GHA","Ghana",4.60536551653689e-07,4.59980901412034e-07,4.30109019784382e-07,4.30669273836995e-07,4.36274226589074e-07,4.23505331149417e-07,4.2463367313595e-07,4.30310436672425e-07,4.30404947474927e-07,3.97881721988432e-07,4.03831813259488e-07,3.79139259118987e-07,3.6978123146185e-07,3.62702476993214e-07,3.30128986272968e-07,3.33776131042552e-07,3.47142352268519e-07,3.3293916962158e-07,2.9551327757445e-07,2.63234975604236e-07,2.7338318777506e-07,2.83886715954395e-07,2.82411185921506e-07,2.75949535939392e-07,2.74293940505171e-07,2.85470520215489e-07,2.78672765306851e-07,2.56630646623225e-07,2.68480051561662e-07,2.52698102090318e-07
300,"GRC","Greece",4.08456994257212e-07,3.96232686697062e-07,4.00176201053312e-07,4.02138570837282e-07,4.0414710444174e-07,4.00476708168895e-07,3.95929167329962e-07,3.90914620441987e-07,3.91352436951243e-07,3.79582088754363e-07,3.76029284975608e-07,3.57720602059866e-07,3.51058976033108e-07,3.3751788501271e-07,3.24278401669686e-07,3.26669464275571e-07,3.01021954941357e-07,2.91772164309641e-07,2.91470961460446e-07,2.915240878585e-07,2.86773735321233e-07,3.07999042252813e-07,3.31662916424383e-07,3.05323114807144e-07,2.97449680933374e-07,2.88941003446274e-07,2.79520490280724e-07,2.88216004975482e-07,2.75575268608094e-07,2.81239521840161e-07
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",1.88515060713515e-07,1.91348815556468e-07,2.01826506022676e-07,2.11194804872804e-07,2.35319823869403e-07,2.39171538877927e-07,2.34137501704825e-07,2.40060755378909e-07,2.21701216997033e-07,2.24323033019526e-07,2.11321332279025e-07,2.18541284108322e-07,2.20678463947612e-07,2.11173592036615e-07,2.04231014436173e-07,1.88362686704869e-07,2.06841624204865e-07,2.0010315318919e-07,2.08749556109391e-07,2.23701431154524e-07,2.29972217740183e-07,2.24005332543603e-07,2.39757813276708e-07,2.57942809066226e-07,1.9554614742014e-07,1.99256697232723e-07,1.96994408759896e-07,1.96178900399328e-07,1.93423113503732e-07,1.96409486823473e-07
320,"GTM","Guatemala",3.04152318159421e-07,2.99760637700526e-07,3.13746031571069e-07,3.03495034969302e-07,3.12849412218936e-07,3.07333221397505e-07,2.93207883227108e-07,2.98989462027039e-07,3.04947914326656e-07,3.06012453540668e-07,3.08921454616757e-07,3.12751691601188e-07,3.13912925603154e-07,3.04374604041522e-07,3.08447549378923e-07,3.17225010030456e-07,3.05800453105412e-07,2.9566421380136e-07,2.76722513937271e-07,2.90164732395246e-07,2.90529754924296e-07,2.85270304356738e-07,2.84316075455392e-07,2.87749441915867e-07,2.87808257468607e-07,2.97234325749633e-07,3.02330292699097e-07,3.0371896297642e-07,2.83807562409447e-07,2.89658763791542e-07
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",1.05422616075575e-06,1.06098914443582e-06,1.01747725809897e-06,1.00411765844286e-06,1.01850082747005e-06,1.04987284940174e-06,9.78512250130792e-07,8.99412002528589e-07,9.41927181452634e-07,9.40191197564577e-07,9.69950826807659e-07,9.98530989657906e-07,1.02810256537244e-06,1.02758581617855e-06,1.00784437400238e-06,1.07050703557038e-06,1.07694783118548e-06,1.0327657707596e-06,1.02300654287347e-06,1.0675814167239e-06,1.14691440166198e-06,1.14686967376032e-06,1.13869069314463e-06,1.09620675435594e-06,1.07705566240309e-06,1.05634503532618e-06,1.06200976896399e-06,9.70405135743568e-07,9.25280718205445e-07,9.20027917854029e-07
624,"GNB","Guinea-Bissau",9.35057833972613e-07,8.94301138947682e-07,9.0231133295287e-07,8.95977512548467e-07,8.94439931166296e-07,8.77096850900322e-07,7.60152319174167e-07,7.08688663026536e-07,9.73528381789266e-07,1.04283487612529e-06,9.85674628286895e-07,1.10559676420287e-06,1.14322540212869e-06,1.16221950702151e-06,1.09942300393566e-06,1.03753655554881e-06,1.09137456143488e-06,1.07458711356075e-06,1.01118430585814e-06,1.03238661438829e-06,1.0242077118483e-06,9.50976974089014e-07,1.03590516280535e-06,9.93371522608959e-07,9.79428423308197e-07,9.65423777709805e-07,9.1270770559968e-07,8.77953814328387e-07,9.15084040439423e-07,8.8339618470867e-07
328,"GUY","Guyana",7.69068682413068e-07,7.9119132539905e-07,7.35064261240503e-07,7.12520792261034e-07,7.38945960455671e-07,7.83186225408272e-07,7.43067013678753e-07,7.4044398543565e-07,7.38511708188755e-07,7.43638947026605e-07,6.89998345783982e-07,6.84849097482232e-07,6.56351199820842e-07,7.23507578864884e-07,7.15889545411118e-07,6.48628818061308e-07,5.93279256841374e-07,6.00699945153874e-07,6.01337149645275e-07,6.08701321096963e-07,5.96434157631416e-07,5.80172299047333e-07,5.6125196504817e-07,5.57576904871965e-07,5.72319570535901e-07,5.84489490412401e-07,5.57570869342872e-07,5.46431281202909e-07,5.56233896487074e-07,5.54260407241841e-07
332,"HTI","Haiti",2.8077252736643e-07,2.86276445870029e-07,3.18646844616068e-07,3.27297930374914e-07,3.60464830869413e-07,3.66520319350383e-07,3.67422905593442e-07,3.78582406098106e-07,3.68221588501545e-07,3.65800485896173e-07,3.72483069177064e-07,3.92735108586625e-07,4.01031714004298e-07,3.84187484620241e-07,4.01914194078903e-07,4.85340123590027e-07,4.84983786272292e-07,4.78666466198574e-07,4.73018233697253e-07,4.47837230801282e-07,4.66906870416598e-07,4.47496851517295e-07,4.55752191777752e-07,4.53266085021818e-07,4.56817832203366e-07,4.63360527374674e-07,4.65012535837149e-07,4.59164535203998e-07,4.55453748886796e-07,4.86864086680479e-07
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",5.12341845899589e-07,5.33929197963991e-07,5.15282484010427e-07,4.69798166730425e-07,5.00095834995638e-07,5.01409123804358e-07,4.92884223795144e-07,4.84925276451515e-07,4.972682890447e-07,4.76086837141092e-07,4.71816682584808e-07,4.86350702658966e-07,4.8397970907088e-07,5.29830754400935e-07,5.18023877732223e-07,5.15524075215509e-07,4.61016446070791e-07,4.84456040292655e-07,4.61499105131333e-07,4.71538576329156e-07,4.56185318331487e-07,4.67920236616004e-07,4.59224458145623e-07,4.58727502319157e-07,4.48849652704432e-07,4.52465310925945e-07,4.30689275170662e-07,4.20983200061941e-07,4.20076089575576e-07,4.33116708099644e-07
344,"HKG","Hong Kong",1.94869568594683e-07,1.92345505254289e-07,2.05727100350478e-07,2.03548718939021e-07,1.73929612300123e-07,1.70884790782886e-07,1.53272032862624e-07,1.52851530552199e-07,2.01468950211871e-07,2.13978084649282e-07,1.89543796121925e-07,1.77831187355552e-07,1.81909931170691e-07,1.91200466783069e-07,1.70326165840077e-07,1.66332926926961e-07,1.49759370158625e-07,1.45939097853857e-07,1.40664321393378e-07,1.40949567032434e-07,1.27871989968846e-07,1.30495741503592e-07,1.27469223044122e-07,1.27611617185812e-07,1.27351250572363e-07,1.1697782460252e-07,1.1710574315688e-07,1.11181439634347e-07,1.08922804296115e-07,1.06242989698356e-07
348,"HUN","Hungary",NA,5.39567077697952e-07,4.95345957171865e-07,5.09136397953887e-07,4.79062489827782e-07,4.74453832895647e-07,4.91702900272091e-07,4.70914566502952e-07,4.36111766115516e-07,4.22139122661299e-07,3.90366995448949e-07,3.81157442533946e-07,3.74008327023226e-07,3.66069665247884e-07,3.44611747865849e-07,3.3012472707512e-07,3.13652368355339e-07,3.08594451606314e-07,2.97894655003346e-07,2.86681016269691e-07,2.91779185146458e-07,2.80745148844495e-07,2.70686815287119e-07,2.54788565503973e-07,2.41495182645395e-07,2.44801342014575e-07,2.43358128379802e-07,2.4111449031585e-07,2.32498807787907e-07,2.21528787798665e-07
352,"ISL","Iceland",NA,NA,NA,NA,NA,3.87551553648001e-07,4.00917086784757e-07,3.70833277098983e-07,3.59078781853294e-07,3.53438706271814e-07,3.47369014947775e-07,3.4087055788072e-07,3.53935528609735e-07,3.42408936219482e-07,3.23965241311341e-07,3.07729582872456e-07,3.02726845342259e-07,2.94098701061612e-07,3.1829074995836e-07,3.26378495209087e-07,3.32694870675081e-07,3.2202706502905e-07,3.22597861650684e-07,3.11283476075304e-07,3.05098427840893e-07,2.98568708668208e-07,2.81423994516055e-07,2.72145385710041e-07,2.61610579557724e-07,2.44198273464952e-07
